Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Jingle Bell Rock,bobby helms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
"Mary, Did You Know?",pentatonix,2,10,0,0,0,0,2,1,0,0,9,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,c
Six Feet Under,the weeknd,5,4,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,5,0,1,0,0,0,3,0,0,c
Sidewalks,the weeknd,5,4,6,0,0,3,1,0,0,2,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,2,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,c
Change,j. cole,0,1,4,2,0,5,3,1,0,3,1,0,14,0,1,0,2,0,0,0,0,3,1,0,2,2,5,4,0,0,0,0,2,1,0,2,1,0,0,0,2,0,1,0,1,2,7,0,0,c
She's Mine Pt.1,j. cole,2,3,0,0,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,c
Ville Mentality,j. cole,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,0,2,1,0,c
For Whom The Bell Tolls,j. cole,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c
Foldin Clothes,j. cole,0,7,13,1,1,14,2,0,0,1,0,0,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,c
Feliz Navidad,jose feliciano,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Come And See Me,partynextdoor,0,4,0,1,0,3,3,0,0,0,0,0,1,1,0,6,0,0,1,0,0,4,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,c
Setting The World On Fire,kenny chesney,1,3,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,c
Die For You,the weeknd,0,17,0,1,0,6,0,0,0,7,0,0,2,1,18,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,c
False Prophets,j. cole,0,3,3,3,1,0,1,1,0,1,0,0,2,0,14,0,1,0,9,0,0,1,1,2,0,1,7,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,0,c
Deja Vu,post malone,0,12,5,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,15,0,c
4 Your Eyez Only,j. cole,3,10,3,5,1,7,2,1,0,5,0,0,8,3,2,2,6,0,3,0,1,5,0,2,3,1,10,2,1,3,0,0,34,1,0,0,0,2,0,0,0,1,1,0,1,0,6,4,0,c
She's Mine Pt. 2,j. cole,0,5,0,0,1,6,1,0,0,0,0,1,0,10,1,0,1,0,10,0,0,2,0,0,0,1,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,c
Everybody Dies,j. cole,1,0,1,0,2,1,5,0,0,0,0,1,0,1,0,0,5,0,2,0,0,2,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,c
Darlin' Don't Go,sundance head,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,c
At Last,sundance head,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Needed Me,rihanna,0,5,0,0,6,5,0,0,0,4,0,0,2,0,0,0,0,0,6,2,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,c
Ride,twenty one pilots,0,0,0,3,0,0,0,0,0,0,0,0,1,19,5,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,c
One Dance,drake,0,8,2,0,7,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,c
This Is What You Came For,calvin harris,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c
Tiimmy Turner,desiigner,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10,0,3,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,c
Middle Of A Memory,cole swindell,0,10,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,5,0,1,1,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,c
Do You Mind,dj khaled,6,29,3,0,3,0,0,1,0,1,0,1,0,0,0,0,6,2,1,1,0,3,0,2,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,c
False Alarm,the weeknd,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,c
That's My Girl,fifth harmony,2,37,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,1,0,14,1,2,0,0,0,0,0,1,0,0,0,c
Secrets,the weeknd,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Me And Your Mama,childish gambino,0,23,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
True Colors,the weeknd,0,20,0,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,c
Rockin',the weeknd,0,5,4,0,1,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,c
All I Know,the weeknd,0,4,4,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,1,9,0,4,1,0,0,3,1,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,c
Attention,the weeknd,1,8,0,0,3,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,c
Ordinary Life,the weeknd,8,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Home,gnash,0,3,2,0,2,1,1,0,0,5,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,c
A Little More Summertime,jason aldean,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Fade,kanye west,2,6,0,0,1,37,0,0,1,0,0,0,1,6,0,0,2,2,1,1,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,c
Capsize,frenship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,c
Look Alive,rae sremmurd,1,3,1,0,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,3,2,0,0,2,0,c
Stargirl Interlude,the weeknd,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Nothing Without You,the weeknd,0,4,0,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,c
A Lonely Night,the weeknd,0,18,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Love To Lay,the weeknd,1,17,0,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,c
Distraction,kehlani,0,19,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,c
Panda,desiigner,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,c
Gold,kiiara,0,32,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,c
Sucker For Pain,"lil wayne, wiz khalifa",4,2,1,0,0,3,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,2,1,c
Luv,tory lanez,1,48,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,c
Vice,miranda lambert,2,0,0,0,1,2,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,c
Move,luke bryan,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,c
My Way,calvin harris,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,c
Ain't My Fault,zara larsson,0,3,0,0,0,1,0,0,1,3,1,0,0,0,0,0,4,3,0,0,1,0,0,1,0,2,0,0,1,0,0,0,3,0,0,2,1,0,0,2,2,0,0,1,3,0,0,0,0,c
Litty,meek mill,0,0,28,0,0,3,0,0,0,5,1,0,0,0,0,0,2,0,4,7,0,2,2,4,2,1,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,12,2,0,c
PPAP (Pen-Pineapple-Apple-Pen),pikotaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Greenlight,pitbull,0,2,1,0,1,2,0,0,0,0,1,0,1,1,0,5,7,0,0,0,0,3,0,1,1,0,0,4,0,0,0,0,1,2,5,0,0,0,0,0,1,0,0,4,0,1,0,12,0,c
Slumber Party,britney spears,0,3,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,c
Infinite,eminem,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,c
Too Good,drake,1,7,0,1,2,3,2,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,c
Send My Love (To Your New Lover),adele,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,c
No Problem,chance the rapper,3,4,9,1,1,1,4,4,0,0,1,0,0,1,0,2,2,2,2,2,0,3,1,2,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,c
We Don't Talk Anymore,charlie puth,4,9,0,0,0,0,0,0,1,9,0,0,0,1,1,0,1,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c
It Don't Hurt Like It Used To,billy currington,0,3,0,1,0,1,1,0,0,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,c
Wishing,dj drama,6,21,6,3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,5,1,0,2,0,1,0,0,15,0,0,0,0,0,0,2,0,0,0,2,1,0,2,2,0,3,0,0,3,4,0,c
Shout Out To My Ex,little mix,1,17,1,0,0,0,0,2,0,16,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,c
Setting Fires,the chainsmokers,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Hallelujah,leonard cohen,1,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,c
We The People....,a tribe called quest,1,1,2,0,1,0,0,1,0,1,3,0,0,0,0,0,2,0,3,1,0,2,0,1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,c
"Sit Still, Look Pretty",daya,0,9,0,0,2,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Money Longer,lil uzi vert,0,1,21,0,1,0,1,0,7,7,0,1,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,c
No Limit,usher,0,28,6,0,0,0,1,0,0,2,0,0,1,0,1,1,0,2,1,1,0,1,0,0,0,0,7,0,0,0,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,c
"Wat U Mean (Aye, Aye, Aye)",dae dae,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,c
Hold Up,beyonce,3,57,5,0,0,2,0,0,0,6,0,0,0,0,1,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,c
Gangsta,kehlani,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
I Know Somebody,locash,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,c
All Eyez,the game,1,6,1,0,3,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,10,1,0,5,0,0,1,0,0,0,0,1,0,1,1,1,0,c
Hymn For The Weekend,coldplay,0,2,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c
Cool Girl,tove lo,0,22,0,0,1,0,0,0,0,0,9,1,0,0,0,1,0,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c
Froze,meek mill,3,0,14,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,3,1,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,c
Offended,meek mill,0,2,12,0,0,0,1,0,0,1,3,1,0,0,0,2,3,0,3,6,0,5,0,5,0,3,23,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,c
"Two Birds, One Stone",drake,0,6,4,1,2,3,1,0,1,7,1,1,1,3,0,0,1,1,5,0,0,0,1,1,0,0,1,3,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,2,1,4,0,0,c
On The Regular,meek mill,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,1,0,1,0,0,0,1,8,0,1,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,0,2,1,0,c
The Difference,meek mill,3,0,14,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,6,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,1,0,c
Blue Notes,meek mill,0,1,2,0,0,2,0,0,0,3,0,0,1,0,3,3,1,0,1,0,0,1,1,0,0,0,4,0,0,0,0,1,0,2,0,1,3,0,2,0,0,0,1,1,0,0,14,0,0,c
Blessed Up,meek mill,0,0,6,0,2,2,0,2,3,1,0,3,0,0,0,1,0,0,1,0,0,4,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,13,0,c
Controlla,drake,0,6,4,0,1,3,1,1,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,c
Into You,ariana grande,0,18,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,5,7,1,0,0,0,0,0,0,5,0,0,0,8,0,c
Why You Always Hatin?,yg,1,4,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,3,7,0,0,3,0,0,0,1,11,0,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,c
You & Me,marc e. bassy,1,2,0,1,0,1,2,1,1,11,0,0,1,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c
This Girl,kungs,0,6,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Lockjaw,french montana,3,2,5,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,0,3,0,33,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,c
Perfect Illusion,lady gaga,0,16,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,c
CRZY,kehlani,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,1,0,0,c
A-YO,lady gaga,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,6,0,0,0,0,0,c
Work From Home,fifth harmony,1,4,1,0,4,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,10,0,1,94,0,2,0,c
For Free,dj khaled,2,6,0,0,1,1,2,0,0,0,1,0,1,0,2,1,8,0,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1,0,c
Different For Girls,dierks bentley,0,11,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,c
THat Part,schoolboy q,2,1,26,0,3,9,0,1,0,1,0,1,0,0,1,2,2,0,3,9,0,4,0,0,0,0,18,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,c
All In My Head (Flex),fifth harmony,18,12,15,0,1,12,0,0,0,5,0,0,0,0,0,8,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,0,0,1,0,c
I Got The Keys,dj khaled,0,1,7,0,0,0,0,0,0,0,0,0,4,1,0,0,6,0,0,0,0,0,0,12,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,c
Rock On,tucker beathard,0,9,1,0,0,0,0,1,1,0,0,2,0,1,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,c
I Met A Girl,william michael morgan,1,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,5,0,0,1,1,4,0,6,0,0,0,2,0,0,1,0,0,0,0,1,c
Blow Your Mind (Mwah),dua lipa,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,c
Just Like Fire,p!nk,0,4,0,0,0,1,4,0,0,0,0,0,0,1,1,2,11,0,0,0,0,11,0,0,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,c
Father Stretch My Hands Pt. 1,kanye west,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,c
You Don't Own Me,grace,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c
Peter Pan,kelsea ballerini,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c
Forever Country,"artists of then, now",0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,0,1,0,2,0,0,0,0,0,1,0,10,0,0,0,0,0,0,c
Cranes In The Sky,solange,1,1,0,0,0,8,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,c
PPAP (Pen-Pineapple-Apple-Pen),piko-taro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Kids,onerepublic,0,0,3,0,0,5,9,0,0,0,0,0,0,3,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,c
Low Life,future,0,5,5,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,6,8,0,0,0,3,0,0,41,0,1,0,0,1,0,4,0,0,0,0,0,2,0,0,c
Make You Miss Me,sam hunt,0,4,0,0,0,0,0,2,1,0,1,0,0,3,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,c
Don't Touch My Hair,solange,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
LIFTED,cl,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,c
I Took A Pill In Ibiza,mike posner,0,2,5,0,0,18,0,0,1,4,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,c
Work,rihanna,0,4,1,0,6,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,1,0,0,0,79,1,0,0,c
Never Be Like You,flume,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,c
H.O.L.Y.,florida georgia line,0,14,1,0,1,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,c
Me Too,meghan trainor,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,c
With You Tonight / Hasta El Amanecer,nicky jam,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,c
